"plataforma","condicion","video_id","y","ok","prob","etiqueta","ioi","aoc","ebt","razon"
"Youtube","Metadata","RNGBRZTx79E",1,TRUE,0.8,1,"not applicable","violated","not applicable","Denies existence of mental illness, contradicting medical consensus."
"Youtube","Metadata","NDth6RTupfI",0,TRUE,0,0,"not violated","not violated","not violated","Video discusses addressing suicide prevention and firearms safety, aligning with medical consensus and promoting evidence-based approaches."
"Youtube","Metadata","iJncRZQHU3w",1,TRUE,0.2,0,"not applicable","not applicable","not applicable","Video title suggests helpful content, but no information is available to assess"
"Youtube","Metadata","s1BxqnCpRzA",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a comedy sketch with no mental health information"
"Youtube","Metadata","LCyXbex1QM8",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be educational and based on DSM-V diagnostic criteria, no misinformation detected."
"Youtube","Metadata","Hxmb0Oa850A",0,TRUE,0,0,"not applicable","not violated","not applicable","Video discusses personal experience with hallucinogens and schizophrenia, does not provide medical claims or interventions."
"Youtube","Metadata","umDbarMXl1s",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal account of mental health struggles, no medical claims or interventions mentioned."
"Youtube","Metadata","OiARN50RBcQ",1,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal anecdote or awareness message, no medical claims made."
"Youtube","Metadata","A3e1pwVg6bs",0,TRUE,0.8,1,"not applicable","violated","not applicable","Video likely promotes unproven or pseudoscientific claims about mental illness causes."
"Youtube","Metadata","4l0QPOCpfzY",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests awareness or personal experience, no medical claims apparent"
"Youtube","Metadata","pXzHN2bvgJM",0,TRUE,0,0,"not applicable","not violated","not violated","Video discusses men's mental health within the Manosphere, promoting open dialogue and support, without providing false medical claims or discouraging evidence-based treatment."
"Youtube","Metadata","-6BWao7HgE8",1,TRUE,0,0,"not applicable","not violated","not applicable","Video presents a personal anecdote and a Bible verse, without making any medical claims or promoting unproven treatments."
"Youtube","Metadata","szK-y3kgt7Q",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video does not contain any information about interventions, medical consensus, or evidence-based treatment."
"Youtube","Metadata","u1r43GNrtzA",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video does not discuss mental health or provide any information, so none of the criteria are applicable."
"Youtube","Metadata","66JGqDLJ4QM",0,TRUE,0,0,"not applicable","not violated","not applicable","The video does not contain any medical claims or interventions, and it appears to be a personal vlog documenting a family's experiences with a child with disabilities."
"Youtube","Metadata","3pkXLOdtWSE",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests anxiety relief through pictures, but no specific claims or information are provided."
"Youtube","Metadata","LInEgQJnzoc",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests personal experience, not medical claims"
"Youtube","Metadata","62lcuqA1S6Q",0,TRUE,0,0,"not violated","not violated","not violated","Video provides general information on apathy, its causes, and promotes therapy as an option without spreading misinformation."
"Youtube","Metadata","L_I-7ltNZyE",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be a personal Q&A session with a schizophrenia advocate, promoting awareness and support, without providing medical claims or interventions."
"Youtube","Metadata","6tTr9dn9bQc",0,TRUE,0.8,1,"not applicable","violated","not applicable","Claims that over sensitivity creates mental illness contradict medical consensus on mental health causes."
"Youtube","Metadata","OCRKI5WYk6k",0,TRUE,0,0,"not applicable","not violated","not violated","Video provides general warning signs of addiction without promoting unproven treatments or contradicting medical consensus."
"Youtube","Metadata","qt2Bpryqnv0",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal vlog with no medical claims or advice."
"Youtube","Metadata","3Y4qKvB1R6s",0,TRUE,0,0,"not applicable","not violated","not applicable","Video presents personal experience and advocacy for mental health awareness, without providing false medical claims or discouraging evidence-based treatment."
"Youtube","Metadata","7EAx33wtx9w",0,TRUE,0.2,0,"not applicable","not violated","not violated","Video title and description suggest a neutral, informative approach to OCD treatment options."
"Youtube","Metadata","QnCVCHKayOw",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title does not contain any medical claims or information."
"Youtube","Metadata","p_hOzP7toUc",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video is a personal reflection and does not provide any medical claims or advice."
"Youtube","Metadata","8WpPws3sonY",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests awareness and understanding of POCD, no misinformation apparent"
"Youtube","Metadata","8-2-4pmwDBw",1,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests helpful advice, but no specific claims made"
"Youtube","Metadata","s-yy4LowrdU",0,TRUE,0,0,"not applicable","not violated","not applicable","Video shares personal experience and awareness message without providing false medical claims."
"Youtube","Metadata","0I4leK5RS8g",1,TRUE,0,0,"not applicable","not applicable","not applicable","No information provided to evaluate"
"Youtube","Metadata","Pnh7l_SiR_0",0,TRUE,0.2,0,"not applicable","not applicable","not applicable","Video title suggests helpful tips, but no specific claims made, so cannot assess for misinformation"
"Youtube","Metadata","i7aZs6OPT_Y",0,TRUE,0,0,"not applicable","not violated","not applicable","Video discusses a general topic (mental health in schools) without providing any specific information or claims that could be considered misinformation."
"Youtube","Metadata","2Itm-DRkhSs",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a motivational message with no medical claims or interventions."
"Youtube","Metadata","PGu2-QOfLBA",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests explanation, not promotion of misinformation"
"Youtube","Metadata","YAv6DWGwM0o",0,TRUE,0,0,"not applicable","not applicable","not applicable","No specific information about interventions, consensus, or treatment presented."
"Youtube","Metadata","3QHBfE64LHU",0,TRUE,0,0,"not applicable","not violated","not violated","Video provides a worksheet to help determine diagnostic criteria and encourages talking to a doctor, promoting evidence-based treatment."
"Youtube","Metadata","om-iqGmwMvA",0,TRUE,0,0,"not applicable","not violated","not applicable","Video discusses general well-being and relationships without making specific medical claims."
"Youtube","Metadata","_aPT9EpeDZU",1,TRUE,0,0,"not applicable","not applicable","not applicable","No specific information on interventions, consensus, or evidence-based treatment is provided."
"Youtube","Metadata","Xxz59AoBQcw",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title appears to be a general awareness message without any specific medical claims."
"Youtube","Metadata","lwQ01TsuPLA",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests awareness and discussion, no specific claims made"
"Youtube","Metadata","e4-NNSFIZNs",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests awareness and education, no explicit medical claims"
"Youtube","Metadata","s18lVVyFLYk",0,TRUE,0,0,"not applicable","not violated","not violated","Video does not provide specific claims about mental health interventions or causes of personality disorder."
"Youtube","Metadata","9gRBpX5dE90",0,TRUE,0,0,"not applicable","not violated","not applicable","The video does not provide any information on interventions, medical consensus, or evidence-based treatment. It appears to be a Q&A session with a person with schizophrenia, discussing their personal experiences."
"Youtube","Metadata","XOB_FYvRO5g",0,TRUE,0,0,"not applicable","not violated","not applicable","Video title appears to be a factual statement about Hitler's mental health, without promoting any treatments or interventions."
"Youtube","Metadata","kYZtrLHUNLM",0,TRUE,0,0,"not violated","not violated","not violated","Video discusses a neuroscientist's explanation of a phenomenon, without promoting unproven treatments or contradicting medical consensus."
"Youtube","Metadata","c4QyR8zSkdQ",0,TRUE,0,0,"not applicable","not applicable","not applicable","No information on interventions, consensus, or evidence-based treatment is provided."
"Youtube","Metadata","tMTLAaU2dFk",0,TRUE,0,0,"not applicable","not violated","not applicable","Video only mentions schizophrenia as a hereditary condition, no specific claims or interventions mentioned."
"Youtube","Metadata","RfNeRx02Xns",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title and description do not contain any mental health information"
"Youtube","Metadata","CMucg9dZK7E",0,TRUE,0.9,1,"violated","violated","violated","Claiming schizophrenia is cured by nature contradicts medical consensus and discourages evidence-based treatment."
